
 Incident interval 2014-04-02 --- 2015-01-27
 Incident ID, Incident Time,Incident Time Zone, Source, Manager, Policies, Channel,Destination, Severity, Action, Maximum Matches, Transaction Size, Status, OU, Group Membership
 393817, 2014-12-08 12:14:01, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, test1@tfantestdomain.com, Medium, Released, 1, 2957, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393661, 2014-12-08 12:16:36, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogewu@tfantestdomain.com, Medium, Released, 3, 3051, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393460, 2014-12-08 12:16:59, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogewu@tfantestdomain.com, Medium, Released, 5, 3094, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393367, 2014-12-08 12:23:35, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogerwu@tfantestdomain.com, Medium, Quarantined, 4, 3615, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393748, 2014-12-08 12:25:01, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogerwu@tfantestdomain.com, Medium, Quarantined, 4, 5294, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393378, 2014-12-08 12:29:25, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogerwu@tfantestdomain.com, Medium, Quarantined, 4, 7425, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393471, 2014-12-08 12:48:05, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogerwu@tfantestdomain.com, Medium, Quarantined, 4, 9070, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393674, 2014-12-08 12:50:30, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, rogerwu@tfantestdomain.com, Medium, Quarantined, 4, 9070, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
 393316, 2014-12-08 12:55:58, GMT+08:00, Twinsen Fan, Roger Wu, Keyword Test Policy, SMTP, test1@tfantestdomain.com, Medium, Quarantined, 4, 9066, New, CN=Twinsen Fan,CN=Users,DC=TfanTestDomain,DC=com,  TestGroup3 - Users - Domain Users - TestGroup1 - TestGroup2
 
